Viral ID,Line,Sex,Infection Day,Lifespan,Mean Viral Titre per Well,Viral Titre per Well SD,Viral Titre per Fly,log10(Viral Titre per Fly +1),Ct_Rep1,Ct_Rep2,Ct_Mean,Quantity_Rep1,Quantity_Rep2
127,818,Female,14/12/2015,14,0.081804426,0.036035395,51.12776625,1.717069115,34.38163376,33.41186905,34.38163376,0.056323554,0.107285298
128,818,Female,14/12/2015,14,0.729419708,0.00489013,455.8873175,2.659809103,30.86815643,30.85341454,32.14001274,0.725961864,0.732877553
129,380,Male,14/12/2015,10,0.258042179,0.15275865,161.2763619,2.210255263,31.78518295,30.35228157,31.31929874,0.150025502,0.366058856
130,380,Male,14/12/2015,11,3.258982182,0.058619186,2036.863864,3.309175168,26.52039146,26.55739975,28.43633652,3.300432205,3.217532158
131,380,Male,14/12/2015,10,0.741351783,0.260473003,463.3448644,2.666840647,29.67746735,28.86221123,28.11743355,0.557169557,0.92553401
132,380,Male,14/12/2015,11,0.915031105,0.130854796,571.8944406,2.758074608,28.24654388,28.54177284,28.55437756,1.007559419,0.822502792
133,380,Male,14/12/2015,11,141.9706345,3.292066735,88731.64656,4.948083435,22.00926018,21.96559906,25.27551651,139.6427917,144.2984772
134,380,Male,14/12/2015,11,1.538427472,0.962159446,961.51717,2.983408485,30.93922043,29.60338783,26.45240974,0.858078003,2.218776941
135,380,Male,14/12/2015,13,0.041414033,0.055100994,25.88377063,1.429490181,31.19188309,35.83417511,30.39763546,0.08037632,0.002451747
136,380,Male,14/12/2015,11,0.037051891,0.012112824,23.15743188,1.383050763,29.91227531,30.54165077,32.87322521,0.045616951,0.028486831
163,59,Male,14/12/2015,13,0.058568448,0.031160271,36.60528,1.575248827,31.93708611,32.99047852,31.93708611,0.080602087,0.036534809
164,59,Male,14/12/2015,29,149.4643707,8.161679894,93415.23169,4.970422344,21.12761307,21.23038864,27.05904579,155.2355499,143.6931915
165,59,Male,14/12/2015,12,1.621962428,0.047995482,1013.726518,3.00634901,28.71687698,28.65828705,24.97363281,1.588024497,1.655900359
166,59,Male,14/12/2015,23,0.477251166,0.669700282,298.2819788,2.476080567,33.26947021,25.85263824,30.96387863,0.003701555,0.950800776
167,59,Male,14/12/2015,18,44.22813416,2.952647711,27642.58385,4.441594346,23.98409843,23.84862328,24.91836834,42.14029694,46.31597137
168,59,Male,14/12/2015,19,0.136580402,0.190196218,85.36275125,1.936326469,31.55380249,39.06913376,27.70121288,0.271069437,0.002091367
169,59,Male,14/12/2015,26,0.055082496,0.003447828,34.42656,1.549328983,35.36828995,35.50393677,37.21871185,0.057520479,0.052644514
170,59,Male,14/12/2015,3,9.241045475,0.901677539,5775.653422,3.761676312,22.90836906,22.72362328,29.20615292,8.603463173,9.878627777
171,59,Male,14/12/2015,25,0.105491778,0.07665354,65.93236125,1.825636146,32.81324387,34.52253723,27.76843357,0.159694016,0.05128954
172,59,Male,14/12/2015,24,0.056718716,0.042283907,35.4491975,1.561687971,35.49829102,35.74692535,35.62260818,0.026819479,0.086617954
173,373,Male,14/12/2015,12,0.167036936,0.075647081,104.398085,2.02283272,31.51582336,32.46763992,31.99173164,0.2205275,0.113546371
174,373,Male,14/12/2015,14,0.038783483,0.054848128,24.23967688,1.402083791,32.84114456,Undetermined,32.84114456,0.077566966,0
175,373,Male,14/12/2015,14,0.187045805,0.002770913,116.9036281,2.071527169,31.53627396,31.50483894,31.52055645,0.185086474,0.189005136
176,373,Male,14/12/2015,13,2.406841191,3.392005465,1504.275744,3.177616064,23.68691826,32.18506622,27.93599224,4.805351257,0.008331125
177,373,Male,14/12/2015,16,3.310790062,0.245141581,2069.243789,3.31602149,29.11623383,28.96886063,29.04254723,3.137448788,3.484131336
179,373,Male,14/12/2015,16,0.484292373,0.082188567,302.6827331,2.482420099,31.5841713,31.92327881,31.75372505,0.542408466,0.42617628
180,373,Male,14/12/2015,12,0.217249401,0.09522287,135.7808756,2.13602538,32.46884918,31.47864723,31.97374821,0.149916664,0.284582138
181,373,Male,14/12/2015,8,11900886.5,1924471.008,7438054063,9.871459331,7.663161278,7.986138344,7.824649811,13261693,10540080
182,373,Male,14/12/2015,17,0.187169198,0.092554601,116.9807488,2.071811148,30.62530518,31.7179203,31.17161274,0.252615184,0.121723212
183,75,Female,14/12/2015,13,0.051366426,0.069657635,32.10401625,1.519880687,37.21990204,31.59828186,34.40909195,0.00211104,0.100621812
184,75,Female,14/12/2015,13,1.630063057,0.610828881,1018.789411,3.008510498,28.29577637,27.48333549,27.88955593,1.198141813,2.061984301
185,75,Female,14/12/2015,13,0.012813325,0.016822086,8.008328125,0.954644197,37.14045334,32.76095963,34.95070648,0.000918315,0.024708336
186,75,Female,14/12/2015,11,0.110555243,0.155479519,69.09702688,1.845699598,29.84949875,37.67457581,33.76203728,0.220495865,0.00061462
187,75,Female,14/12/2015,29,0.387458175,0.162196541,242.1613594,2.385894563,29.84449196,30.82484436,30.33466816,0.502148449,0.272767901
188,75,Female,14/12/2015,12,0.13145268,0.009033945,82.157925,1.919903644,31.67739296,31.53183365,31.6046133,0.125064716,0.137840644
189,75,Female,14/12/2015,11,0,0,0,0,Undetermined,Undetermined,Undetermined,0,0
190,75,Female,14/12/2015,20,0.10963791,0.137651595,68.52369375,1.842132838,35.8026886,31.2682724,33.5354805,0.012303533,0.206972286
191,75,Female,14/12/2015,16,0.85370037,0.037349483,533.5627313,2.727998677,28.75461578,28.83701134,28.79581356,0.880110443,0.827290297
192,75,Female,14/12/2015,12,0.056717329,0.080210416,35.44833063,1.561677642,32.46905136,Undetermined,32.46905136,0.113434657,0
193,59,Female,14/12/2015,13,0.355644181,0.015695339,222.2776131,2.348845181,29.17271805,29.25576591,29.21424198,0.366742462,0.344545901
194,59,Female,14/12/2015,13,0.078585587,0.111136804,49.11599188,1.69997633,Undetermined,30.29982948,30.29982948,0,0.157171175
195,59,Female,14/12/2015,23,0.487710387,0.33265163,304.8189919,2.485464452,36.06748199,32.51028442,34.28888321,0.72293061,0.252490163
196,59,Female,14/12/2015,18,0.18240428,0.185863387,114.002675,2.060707942,30.30059242,33.02037048,31.66048145,0.313829541,0.050979018
197,59,Female,14/12/2015,14,0.151572876,0.017362384,94.7330475,1.981061884,30.46043205,30.2444725,30.35245228,0.139295816,0.163849935
198,59,Female,14/12/2015,14,0.139917329,0.002695607,87.44833063,1.94668964,33.40711212,33.44947815,33.42829514,0.141823411,0.138011247
199,59,Female,14/12/2015,29,0.184017002,0.257093417,115.0106263,2.064497771,30.5140667,38.1699791,34.3420229,0.3658095,0.002224504
200,59,Female,14/12/2015,11,1076737.25,612912.9101,672960781.3,8.827989756,7.90739584,6.76680994,7.33710289,643342.375,1510132.125
201,59,Female,14/12/2015,11,0.529009417,0.132742321,330.6308856,2.520654971,30.26848412,30.82258224,30.54553318,0.622872412,0.435146421
202,59,Female,14/12/2015,11,0.53617619,0.105463827,335.1101188,2.526481587,28.86671448,28.49427795,28.68049622,0.461602002,0.610750377
221,373,Female,14/12/2015,12,1319.207703,276.5639461,824504.8144,5.916193723,18.46588326,18.01774025,18.46588326,1123.647461,1514.767944
222,373,Female,14/12/2015,8,13625563.5,552641.4262,8515977188,9.930234489,5.287167072,5.373514175,11.65245366,14016340,13234787
223,373,Female,14/12/2015,13,400.3037415,58.15987802,250189.8384,5.398271403,19.69772148,19.39774513,19.54773331,359.1784973,441.4289856
224,373,Female,14/12/2015,11,0.159876332,0.031113541,99.9227075,2.003988893,31.22241402,30.85367775,31.03804588,0.137875736,0.181876928
225,373,Female,14/12/2015,9,0.3531252,0.082047418,220.70325,2.34577206,31.09810638,30.62264633,30.86037636,0.295108914,0.411141485
226,373,Female,14/12/2015,11,0.014925616,0.00198282,9.32851,1.014037674,35.12458038,35.38835526,35.25646782,0.016327681,0.013523551
227,373,Female,14/12/2015,11,3.435753345,0.819420377,2147.345841,3.332104195,27.8950901,27.41838074,27.65673542,2.85633564,4.015171051
228,373,Female,14/12/2015,10,0.20463929,0.256914666,127.8995563,2.110251422,33.60811234,29.85082245,31.72946739,0.022973187,0.386305392
229,373,Female,14/12/2015,11,0.210299119,0.037198998,131.4369494,2.122009168,30.35440826,30.72024918,30.53732872,0.236602783,0.183995456
230,373,Female,14/12/2015,12,0.113903735,0.043775081,71.18983438,1.858476045,31.89885902,31.15665245,31.52775574,0.082950078,0.144857392
231,138,Male,14/12/2015,17,0.268871374,0.078427351,168.0446088,2.228001325,30.96273422,31.56283188,31.26278305,0.324327886,0.213414863
232,138,Male,14/12/2015,11,0.227245316,0.016698097,142.0283225,2.155422045,29.74201202,29.88036728,29.81118965,0.239052653,0.215437979
233,138,Male,14/12/2015,29,15.32380962,0.549584115,9577.381013,3.981292109,24.39461136,24.31311607,24.35386372,14.93519497,15.71242428
234,138,Male,14/12/2015,12,0.523309253,0.52137486,327.0682831,2.515964246,32.42090988,29.71370697,31.06730843,0.154641554,0.891976953
235,138,Male,14/12/2015,23,0,0,0,0,Undetermined,Undetermined,Undetermined,0,0
236,138,Male,14/12/2015,12,1.927680075,0.488881779,1204.800047,3.081275296,28.82847404,28.26831627,28.54839516,1.581988454,2.273371696
237,138,Male,14/12/2015,24,0.230867174,0.202264586,144.2919838,2.162241653,33.71274567,33.76263428,33.73768997,0.087844513,0.373889834
238,138,Male,14/12/2015,11,1.984696031,0.003686501,1240.435019,3.093923992,27.53854179,27.54247284,27.54050732,1.98730278,1.982089281
239,138,Male,14/12/2015,21,0.09161403,0.11520743,57.25876875,1.765361302,38.02468872,33.68133545,35.85301208,0.010150075,0.173077986
240,138,Male,14/12/2015,8,21491935,3968615.596,13432459375,10.12815554,6.811728477,7.181034088,6.996381283,24298170,18685700
241,502,Female,14/12/2015,7,33089551,1899307.199,20680969375,10.31557089,8.880800247,8.991000175,8.935900211,34432564,31746538
242,502,Female,14/12/2015,11,1622.208862,17.29114314,1013880.539,6.005987215,17.99617577,18.01622772,18.00620174,1634.435547,1609.982178
243,502,Female,14/12/2015,13,0.342743285,0.153279437,214.2145531,2.332871636,30.73756599,29.75751305,30.24753952,0.234358355,0.451128215
244,502,Female,14/12/2015,18,0.16948054,0.071548184,105.9253375,2.02908063,31.4196682,30.59989738,31.00978279,0.118888333,0.220072746
245,502,Female,14/12/2015,14,0,0,0,0,Undetermined,Undetermined,Undetermined,0,0
246,502,Female,14/12/2015,12,1.756291211,0.687065365,1097.682007,3.040872012,28.28970146,29.16727638,28.72848892,2.242119789,1.270462632
247,502,Female,14/12/2015,9,2.655842423,0.410298053,1659.901514,3.220343881,33.1620369,33.61568832,33.38886261,2.945966959,2.365717888
248,502,Female,14/12/2015,14,0.100247805,0.138447881,62.65487813,1.803831691,31.43398094,38.08739853,34.76068974,0.198145241,0.00235037
249,502,Female,14/12/2015,10,1.940817833,0.752253811,1213.011146,3.084222674,28.1872139,27.28357124,27.73539257,1.408894062,2.472741604
250,502,Female,14/12/2015,12,21.95102912,30.1796436,13719.3932,4.137366558,25.42582703,31.41719818,28.4215126,43.29125977,0.610798478
261,379,Male,14/12/2015,13,0.062909192,0.088235914,39.318245,1.60550162,39.26670837,31.27916718,35.97266579,0.000516979,0.125301406
262,379,Male,14/12/2015,7,870011.0313,3373.120317,543756894.6,8.735404777,7.118160725,7.10682106,19.19866395,867625.875,872396.1875
263,379,Male,14/12/2015,16,4.719838142,0.491664904,2949.898839,3.469954321,27.83218956,27.61007881,29.20086193,4.372178555,5.06749773
264,379,Male,14/12/2015,15,0.319520731,0.307702735,199.7004569,2.302548361,32.4311409,29.93780708,30.31264877,0.10194204,0.537099421
265,379,Male,14/12/2015,15,0.029614998,0.041881932,18.50937375,1.290243329,Undetermined,33.24582291,29.93780708,0,0.059229996
266,379,Male,14/12/2015,20,0.301340453,0.112453914,188.3377831,2.277237288,31.50518417,32.31867981,31.91193199,0.380857378,0.221823528
267,379,Male,14/12/2015,15,2.283869743,0.295934603,1427.418589,3.154855493,29.23550224,28.9497757,31.12353611,2.074612379,2.493127108
268,379,Male,14/12/2015,18,0.093088879,0.119592105,58.18054938,1.772178992,34.92792892,30.88495827,31.93885231,0.008524491,0.177653268
269,379,Male,14/12/2015,23,0.002228166,0.003151102,1.39260375,0.378870779,37.43409729,Undetermined,34.15952778,0.004456331,0
270,765,Male,14/12/2015,7,158.6391907,20.21138971,99149.49419,4.996294883,24.73975182,25.11339188,24.73975182,172.9308014,144.34758
271,765,Male,14/12/2015,16,23.8865509,0.017910725,14929.09431,4.174062551,23.81666565,23.81825256,24.46502876,23.8992157,23.87388611
272,765,Male,14/12/2015,10,44.18346786,4.417890655,27614.66741,4.441155544,22.54250526,22.77004242,23.18037891,47.30738831,41.05954742
273,765,Male,14/12/2015,11,1.933741212,0.046844705,1208.588258,3.082637562,24.88099098,24.92679024,23.8255167,1.96686542,1.900617003
274,765,Male,14/12/2015,19,0.003493519,0.00455914,2.183449375,0.502897948,32.47287369,36.77049255,28.69983196,0.006717318,0.00026972
276,765,Male,14/12/2015,3,1476.571777,164.4603315,922857.3606,5.965135051,18.97877502,18.76864243,27.87463379,1360.280762,1592.862793
277,765,Male,14/12/2015,7,73.31027222,8.323642478,45818.92014,4.661054328,23.4728241,23.71499634,21.12073326,79.19597626,67.42456818
278,765,Male,14/12/2015,14,0.03188157,0.031818169,19.92598125,1.320685832,37.07888794,34.43447113,35.75667953,0.009382728,0.054380413
279,765,Male,14/12/2015,17,0.700873643,0.067154049,438.0460269,2.642510051,28.87663841,28.67920685,28.77792263,0.65338856,0.748358727
280,75,Male,15/12/2015,13,0.050111631,0.007917731,31.31976938,1.509468253,31.97795105,31.67947388,31.82871246,0.04451295,0.055710312
281,75,Male,15/12/2015,22,0.174043864,0.218465787,108.777415,2.040513,32.69993973,37.01969528,34.8598175,0.328522503,0.019565225
282,75,Male,15/12/2015,16,321.0702057,45.32287317,200668.8786,5.302482188,20.08642387,19.78667641,19.93655014,289.0220947,353.1183167
283,75,Male,15/12/2015,22,0,0,0,0,Undetermined,Undetermined,Undetermined,0,0
284,75,Male,15/12/2015,11,0.024651211,0.03202169,15.40700688,1.21502936,32.64685059,36.85240555,34.74962807,0.047293965,0.002008457
285,75,Male,15/12/2015,11,0.165952411,0.080105422,103.7202569,2.020030699,31.47780609,30.44318962,30.96049786,0.109309323,0.222595498
286,75,Male,15/12/2015,28,0.125184089,0.177037036,78.24005563,1.898944772,32.52340698,Undetermined,32.52340698,0.250368178,0
287,75,Male,15/12/2015,22,0.026255735,0.036045617,16.40983438,1.24079464,32.52713776,38.13284683,35.32999229,0.051743835,0.000767635
288,75,Male,15/12/2015,22,0.019516338,0.01943546,12.19771125,1.120498622,37.0181427,34.20519638,35.61166954,0.005773392,0.033259284
289,75,Male,15/12/2015,26,131.6511421,9.098103295,82281.96381,4.915309926,22.63615608,22.78335762,22.70975685,138.0844727,125.2178116
302,59,Female,15/12/2015,14,0.00615332,0.008702109,3.845825,0.685367726,35.60338593,Undetermined,35.60338593,0.012306641,0
303,59,Female,15/12/2015,21,0.015601475,0.019631878,9.750921875,1.031445706,30.4956913,34.29424667,32.39496899,0.029483309,0.00171964
304,59,Female,15/12/2015,10,0.544591516,0.062146076,340.3696975,2.533224967,30.332798,30.10639191,30.21959496,0.500647604,0.588535428
305,59,Female,15/12/2015,13,0.549509093,0.386597047,343.4431831,2.537117594,32.37104797,30.67332268,31.52218533,0.2761437,0.822874486
306,59,Female,15/12/2015,15,0.273046639,0.259919199,170.6541494,2.234654306,34.121521,31.82559013,32.97355556,0.089256011,0.456837267
307,59,Female,15/12/2015,12,0.113842677,0.004799435,71.15167313,1.858246406,32.42178345,32.50729752,32.46454048,0.117236391,0.110448964
308,59,Female,15/12/2015,15,1.479116917,0.125666898,924.4480731,2.966352056,27.7781601,27.60315132,27.69065571,1.390257001,1.567976832
309,738,Male,15/12/2015,16,0.427945375,0.125732057,267.4658594,2.428889065,30.29455185,30.89912605,30.59683895,0.516851366,0.339039385
310,738,Male,15/12/2015,17,0.037415132,0.052912987,23.3844575,1.387113098,Undetermined,34.36940002,34.36940002,0,0.074830264
311,738,Male,15/12/2015,15,0.678755015,0.22977092,424.2218844,2.628615608,29.59610558,30.29613113,29.94611835,0.841227591,0.516282439
312,738,Male,15/12/2015,14,0.590902671,0.271636207,369.3141694,2.56857033,29.69899559,30.66625023,30.18262291,0.782978475,0.398826867
313,738,Male,15/12/2015,11,0.233772151,0.067636093,146.1075944,2.167635094,32.1361084,31.49493217,31.81552029,0.185946211,0.281598091
314,738,Male,15/12/2015,15,0.001143401,0.001617013,0.714625625,0.23416931,Undetermined,33.9132309,33.9132309,0,0.002286801
315,738,Male,15/12/2015,10,0.843250394,0.031138007,527.0314963,2.722659828,29.76067352,29.84136963,29.80102158,0.86526829,0.821232498
316,738,Male,15/12/2015,28,232.3160706,7.289729708,145197.5441,5.161962262,24.17563438,24.08384514,24.12973976,227.1614532,237.4706879
317,738,Male,15/12/2015,23,0.001644681,2.50E-05,1.027925625,0.307052023,38.17531967,38.14310455,38.15921211,0.001626979,0.001662383
318,373,Female,15/12/2015,28,0.042525247,0.027867043,26.57827938,1.440567167,31.53225327,32.86669922,32.37674713,0.062230222,0.022820272
319,373,Female,15/12/2015,9,0,0,0,0,Undetermined,Undetermined,32.86669922,0,0
320,373,Female,15/12/2015,12,0.202519529,0.003868628,126.5747056,2.105764575,31.6574688,31.61873055,31.6574688,0.199783996,0.205255061
321,373,Female,15/12/2015,10,17.19659233,0.165825258,10747.87021,4.031362819,25.27907372,25.25951958,28.44890213,17.07933617,17.3138485
323,373,Female,15/12/2015,10,0.819454908,0.065010587,512.1593175,2.710252219,29.72385216,29.56662941,27.49168587,0.773485482,0.865424335
324,373,Female,15/12/2015,12,0.206721082,0.292347758,129.2006763,2.11461324,Undetermined,30.614645,29.56662941,0,0.413442165
325,373,Female,15/12/2015,12,0,0,0,0,Undetermined,Undetermined,30.614645,0,0
326,373,Female,15/12/2015,18,0.833515167,0.616596761,520.9469794,2.717626389,29.81274033,28.26690865,29.81274033,0.397515416,1.269514918
327,373,Female,15/12/2015,10,3.160186648,0.974514205,1975.116655,3.295812578,28.27442741,28.96357346,28.27066803,3.849272251,2.471101046
338,379,Female,15/12/2015,16,2.882543087,0.188893071,1801.589429,3.25589682,27.76525688,27.89823341,30.29432583,3.016110659,2.748975515
339,379,Female,15/12/2015,13,0.007971676,0.004490364,4.9822975,0.776868007,35.75189972,37.01713943,31.82506657,0.011146843,0.004796509
340,379,Female,15/12/2015,13,0.594456717,0.192316849,371.5354481,2.571167604,31.58278084,30.85858345,34.29996014,0.458468169,0.730445266
341,379,Female,15/12/2015,11,0.14542872,0.195801104,90.89295,1.963282194,37.20794296,31.48245811,34.03326321,0.006976432,0.283881009
342,379,Female,15/12/2015,15,169.4312134,1.080383548,105894.5084,5.02487754,20.50033569,20.48584938,25.9913969,168.6672668,170.1951599
343,379,Female,15/12/2015,18,0,0,0,0,Undetermined,Undetermined,20.48584938,0,0
344,379,Female,15/12/2015,10,1.165184259,0.539248528,728.2401619,2.862870579,30.74881172,29.69229889,30.74881172,0.783877969,1.54649055
345,379,Female,15/12/2015,12,3.94922173,0.361981917,2468.263581,3.392567451,26.41686249,26.61111832,28.05458069,4.205181599,3.693261862
346,379,Female,15/12/2015,2,0.078223214,0.049113406,48.88950875,1.698009228,28.70030212,29.97595406,27.65571022,0.112951636,0.043494791
347,379,Female,15/12/2015,14,0.188136086,0.264483803,117.5850538,2.074029955,30.47621918,39.20251846,30.22608662,0.375154376,0.001117795
348,502,Male,15/12/2015,15,77.00780106,10.2846996,48129.87566,4.682423763,22.99022484,23.26185417,31.09637165,84.28018188,69.73542023
349,502,Male,15/12/2015,18,0.065965312,0.086345277,41.22832,1.625603804,32.72488785,37.7506218,27.99337101,0.127020642,0.004909981
351,502,Male,15/12/2015,26,5.52288866,0.54688874,3451.805413,3.538172104,28.48951149,28.2747097,33.12006664,5.136179924,5.909597397
352,502,Male,15/12/2015,14,0.461953081,0.344942652,288.7206756,2.461979489,31.2904129,29.52783775,29.7825613,0.218041793,0.70586437
353,502,Male,15/12/2015,7,748.0777893,45.75853537,467548.6183,5.669827707,23.39156342,23.50900841,26.45970058,780.43396,715.7216187
354,502,Male,15/12/2015,10,15.20970631,0.936941301,9506.066444,3.978046529,25.38417435,25.50916862,24.44659138,15.87222385,14.54718876
355,502,Male,15/12/2015,15,241.8624115,39.75268093,151164.0072,5.179451269,21.32095909,21.65576172,23.41506386,269.9718018,213.7530212
356,502,Male,15/12/2015,9,3.608671427,2.302751737,2255.419642,3.353419872,24.87183762,23.57194519,23.26379967,1.980380058,5.236962795
357,502,Male,15/12/2015,10,15.42778158,2.853885844,9642.363488,3.984228537,26.33380508,25.92469978,24.95287514,13.40977955,17.44578362
358,138,Female,15/12/2015,17,0.037828695,0.000879752,23.64293438,1.39169242,32.92243195,32.96622086,29.42356586,0.038450774,0.037206616
359,138,Female,15/12/2015,14,0.002110808,1.98E-05,1.319255,0.365348502,38.2387619,38.2586937,35.60249138,0.002124828,0.002096788
360,138,Female,15/12/2015,10,0,0,0,0,Undetermined,Undetermined,38.2586937,0,0
371,75,Female,15/12/2015,25,5.268607227,7.388941243,3292.879517,3.51770771,27.39545059,35.7843132,29.13642883,10.49337769,0.043836769
372,75,Female,15/12/2015,10,2526581.5,1567176.669,1579113438,9.198413329,8.474123955,9.726857185,22.12921858,3634742.75,1418420.25
373,75,Female,15/12/2015,9,551.8393402,147.1058534,344899.5876,5.537693934,18.31879997,18.93173409,14.02282858,655.8588867,447.8197937
374,75,Female,15/12/2015,41,0.048081249,0.00649053,30.05078063,1.492072523,35.50317383,35.79641342,27.21745396,0.052670747,0.043491751
375,75,Female,15/12/2015,10,15424.6084,1743.152179,9640380.25,6.984094209,14.01950359,14.25918674,24.90795851,16657.20313,14192.01367
376,75,Female,15/12/2015,11,0.158628829,0.178527128,99.14301813,2.000620676,33.15074158,30.25634193,23.70496416,0.032391086,0.284866571
377,75,Female,15/12/2015,13,50.56820869,1.595610901,31605.13043,4.499771328,22.64960861,22.59024048,26.45297527,49.43994141,51.69647598
378,75,Female,15/12/2015,12,0.200610839,0.005643832,125.3817744,2.101684448,29.94901657,30.0019474,26.26962852,0.204601631,0.196620047
379,75,Female,15/12/2015,10,1830.47821,307.3679758,1144048.881,6.05844496,17.1653347,17.51244354,23.58364105,2047.82019,1613.13623
380,75,Female,15/12/2015,10,0,0,0,0,Undetermined,Undetermined,17.51244354,0,0
391,738,Female,15/12/2015,17,7.621317148,4.548781571,4763.323218,3.678001217,26.34744453,25.00010109,26.34744453,4.404842854,10.83779144
392,738,Female,15/12/2015,10,30.11299658,31.49190739,18820.62286,4.274657067,27.82760239,25.15782738,26.41385174,7.844855309,52.38113785
393,738,Female,15/12/2015,10,139.3551559,13.84666261,87096.97244,4.940008045,21.18109894,20.97633362,23.16946316,129.5640869,149.146225
394,738,Female,15/12/2015,1,256.2647018,12.32090624,160165.4386,5.204571519,23.85718346,23.99785614,22.41675854,264.9768982,247.5525055
395,738,Female,15/12/2015,10,271370.8438,383776.3277,169606777.4,8.229443205,10.87998581,Undetermined,17.43892097,542741.6875,0
