Replicate,Line,Sex,Infection,Individual,Block,Day,X,Y,closest_fly,mean_distance,median_distance,FliesWithin10mm,FliesWithin15mm,FliesWithin20mm,Mean_close_flies
533,138,Male,Infected,6,6,12/01/2018,52.058,106.387,3.563234065,17.08131948,15.30293376,3,5,7,6
533,138,Male,Infected,7,6,12/01/2018,48.389,109.881,4.585084187,18.64939639,17.30025829,4,4,6,6
533,138,Male,Infected,8,6,12/01/2018,45.42,113.375,4.585084187,21.52237558,18.1910712,2,5,5,5
533,138,Male,Infected,9,6,12/01/2018,50.66,91.538,14.89705974,20.15017695,20.27428377,0,2,4,5
533,138,Male,Infected,10,6,12/01/2018,41.227,103.068,9.884898229,20.38665266,14.88744695,1,6,6,6
533,138,Male,Infected,11,6,12/01/2018,32.318,108.658,10.51752732,27.84750333,24.1887119,0,2,4,6
535,138,Female,Infected,1,6,12/01/2018,20.537,53.43,19.23690417,39.19478665,40.06147672,0,0,1,4
535,138,Female,Infected,2,6,12/01/2018,39.238,57.939,14.42101858,23.77713068,22.76659127,0,1,2,6
535,138,Female,Infected,3,6,12/01/2018,40.574,72.298,12.42702382,25.57833387,27.45730637,0,2,3,4
535,138,Female,Infected,4,6,12/01/2018,52.929,73.634,4.035737355,21.64776758,21.29209116,2,3,4,5
535,138,Female,Infected,5,6,12/01/2018,56.603,71.964,4.035737355,20.497376,19.83158581,2,3,5,6
535,138,Female,Infected,6,6,12/01/2018,61.278,68.959,5.557485942,20.0107212,18.43876641,3,3,5,5
535,138,Female,Infected,7,6,12/01/2018,67.289,61.445,5.966508611,20.63524419,19.50536731,2,4,5,6
535,138,Female,Infected,8,6,12/01/2018,69.125,55.768,5.966508611,21.91571104,18.56134511,2,2,5,6
535,138,Female,Infected,9,6,12/01/2018,60.109,53.096,9.403607818,19.02306764,17.54849447,2,4,6,5
535,138,Female,Infected,10,6,12/01/2018,57.605,43.746,9.679489449,23.5854873,24.34547028,1,2,3,5
535,138,Female,Infected,11,6,12/01/2018,67.623,40.24,10.61378161,28.60858846,31.43123192,0,2,3,4
536,138,Female,Infected,1,6,12/01/2018,15.722,41.23,26.2461112,41.48865951,43.20990329,0,0,0,4
536,138,Female,Infected,2,6,12/01/2018,35.294,58.717,10.55585619,24.1183188,25.19768773,0,1,4,4
536,138,Female,Infected,3,6,12/01/2018,44.92,63.049,9.370967133,20.60509626,16.36193603,1,5,6,6
536,138,Female,Infected,4,6,12/01/2018,42.032,74.599,3.906685168,26.26268617,22.73157168,1,3,5,5
536,138,Female,Infected,5,6,12/01/2018,45.722,73.316,3.906685168,24.51958279,20.77723054,2,4,5,6
536,138,Female,Infected,6,6,12/01/2018,52.3,68.824,6.46727029,22.37635757,17.78069114,3,4,6,6
536,138,Female,Infected,7,6,12/01/2018,58.236,66.257,6.46727029,23.55701071,20.76599683,1,4,5,6
536,138,Female,Infected,8,6,12/01/2018,63.049,57.273,10.19201771,24.92615467,25.42576969,0,2,4,5
536,138,Female,Infected,9,6,12/01/2018,59.68,42.995,14.6371018,26.45153878,25.88142757,0,2,3,5
536,138,Female,Infected,10,6,12/01/2018,53.262,29.84,3.207800025,32.04750357,35.49791618,1,2,2,3
536,138,Female,Infected,11,6,12/01/2018,50.696,27.915,3.207800025,33.32493456,36.51423603,1,1,2,3
537,138,Female,Infected,1,6,12/01/2018,30.434,63.365,4.746527573,22.13472659,24.40774546,2,3,4,4
537,138,Female,Infected,2,6,12/01/2018,41.047,64.769,5.033081462,18.96639061,18.11619731,1,3,6,6
537,138,Female,Infected,3,6,12/01/2018,36.677,62.272,5.033081462,18.36636378,18.90540165,3,4,6,5
537,138,Female,Infected,4,6,12/01/2018,31.214,58.683,4.746527573,19.97967119,21.87382115,2,4,5,5
537,138,Female,Infected,5,6,12/01/2018,34.492,48.226,10.95874687,18.84006043,17.98577851,0,3,6,6
537,138,Female,Infected,6,6,12/01/2018,45.885,46.977,8.943361169,15.69209812,16.63706139,1,3,9,4
537,138,Female,Infected,7,6,12/01/2018,50.255,39.174,2.3616996,19.22947628,18.98519858,2,3,6,5
537,138,Female,Infected,8,6,12/01/2018,52.596,38.862,2.3616996,19.89868325,19.95547854,1,4,5,5
537,138,Female,Infected,9,6,12/01/2018,62.428,47.133,2.341,21.35631962,22.12985875,1,4,5,5
537,138,Female,Infected,10,6,12/01/2018,62.428,49.474,2.341,21.05298732,21.50943368,1,3,5,5
537,138,Female,Infected,11,6,12/01/2018,56.185,58.058,10.61414646,18.92525794,19.66090915,0,2,7,4
538,138,Female,Infected,1,6,12/01/2018,30.202,43.462,15.69273622,23.36082183,24.56515917,0,0,4,5
538,138,Female,Infected,2,6,12/01/2018,35.064,59.521,2.398638155,18.27753995,17.73599093,1,3,7,6
538,138,Female,Infected,3,6,12/01/2018,36.685,57.753,2.398638155,16.51959764,15.69351544,1,3,7,6
538,138,Female,Infected,4,6,12/01/2018,44.199,50.828,5.51580801,12.48023446,11.8428919,2,7,10,5
538,138,Female,Infected,5,6,12/01/2018,46.556,59.815,6.328057917,13.81407696,11.88812638,3,6,8,6
538,138,Female,Infected,6,6,12/01/2018,48.766,47.735,5.51580801,12.58155133,11.66671505,3,7,10,6
538,138,Female,Infected,7,6,12/01/2018,52.302,57.164,1.920787339,12.76440166,11.28717176,3,6,9,6
538,138,Female,Infected,8,6,12/01/2018,53.922,56.132,1.920787339,12.91725995,10.78847926,4,6,9,6
538,138,Female,Infected,9,6,12/01/2018,58.342,50.092,3.033617148,14.55344235,12.01197205,5,6,7,6
538,138,Female,Infected,10,6,12/01/2018,59.815,47.44,3.033617148,16.01738227,14.13377978,2,5,7,6
538,138,Female,Infected,11,6,12/01/2018,61.583,41.252,6.435617142,20.2632532,19.13393621,2,3,6,6
539,138,Female,Infected,1,6,12/01/2018,21.879,68.184,31.05005797,42.49916616,43.90587228,0,0,0,5
539,138,Female,Infected,2,6,12/01/2018,46.755,49.602,7.679397958,18.02487024,17.28202868,1,2,7,7
539,138,Female,Infected,3,6,12/01/2018,57.844,47.354,6.735298137,18.43541772,15.21845932,1,5,7,7
539,138,Female,Infected,4,6,12/01/2018,61.44,53.049,6.735298137,23.38325297,21.85682133,1,1,3,6
539,138,Female,Infected,5,6,12/01/2018,57.544,36.714,5.103178617,16.58365337,15.48020697,3,5,8,5
539,138,Female,Infected,6,6,12/01/2018,53.648,33.418,2.862762477,15.40955023,14.31999306,3,6,8,6
539,138,Female,Infected,7,6,12/01/2018,50.801,33.118,2.862762477,15.03133626,12.15598025,3,6,8,6
539,138,Female,Infected,8,6,12/01/2018,52.599,30.121,3.459856933,16.80082212,14.01774903,3,6,7,6
539,138,Female,Infected,9,6,12/01/2018,40.91,24.576,8.944163907,22.5858563,19.31845261,1,3,5,6
539,138,Female,Infected,10,6,12/01/2018,39.562,33.418,8.944163907,18.52294565,15.89824005,1,5,7,7
539,138,Female,Infected,11,6,12/01/2018,44.507,42.259,7.679397958,15.71919545,14.22214745,1,7,8,7
540,138,Female,Infected,1,6,12/01/2018,20.271,42.994,19.46019519,40.07030643,42.79436838,0,0,1,3
540,138,Female,Infected,2,6,12/01/2018,19.78,23.54,5.925575499,38.46457467,47.4786601,1,1,2,4
540,138,Female,Infected,3,6,12/01/2018,22.233,18.146,5.925575499,38.31975911,45.60228979,1,1,1,4
540,138,Female,Infected,4,6,12/01/2018,53.293,19.617,13.8959678,24.85573967,24.53932908,0,2,4,5
540,138,Female,Infected,5,6,12/01/2018,53.129,33.512,13.8959678,21.33337128,16.15863959,0,3,7,7
540,138,Female,Infected,6,6,12/01/2018,67.025,24.194,2.96111094,24.30988655,17.31239048,2,4,6,6
540,138,Female,Infected,7,6,12/01/2018,67.352,27.137,2.739655818,23.24985527,15.76509337,2,3,6,6
540,138,Female,Infected,8,6,12/01/2018,68.169,29.752,2.739655818,23.2521077,16.75162748,3,4,6,7
540,138,Female,Infected,9,6,12/01/2018,66.698,39.07,3.220576501,23.66386896,14.77139152,2,6,6,7
540,138,Female,Infected,10,6,12/01/2018,65.39,42.013,3.220576501,24.32410361,16.44933993,1,4,6,6
540,138,Female,Infected,11,6,12/01/2018,59.668,50.841,10.52021236,28.81304343,26.28114381,0,2,3,6
541,138,Female,Infected,1,6,12/01/2018,39.578,29.951,13.45148096,26.34297915,27.2679164,0,1,2,5
541,138,Female,Infected,2,6,12/01/2018,52.568,41.259,10.14160367,15.05196984,15.03437214,0,5,9,5
541,138,Female,Infected,3,6,12/01/2018,53.026,30.257,9.471835355,17.61176907,15.8961609,2,4,6,6
541,138,Female,Infected,4,6,12/01/2018,60.819,24.603,8.643956154,20.6545634,20.24578712,2,2,5,5
541,138,Female,Infected,5,6,12/01/2018,62.042,33.16,8.075000248,14.99861222,12.94982581,4,6,8,6
541,138,Female,Infected,6,6,12/01/2018,62.653,42.329,3.984766618,12.70641156,10.27177956,4,6,8,6
541,138,Female,Infected,7,6,12/01/2018,66.015,40.19,3.984766618,13.84132445,12.98068982,4,6,8,6
541,138,Female,Infected,8,6,12/01/2018,66.473,45.844,4.1143031,14.30347577,14.03855343,4,6,7,5
541,138,Female,Infected,9,6,12/01/2018,65.404,49.817,2.899808614,15.36973007,15.35436094,4,4,7,5
541,138,Female,Infected,10,6,12/01/2018,64.487,52.568,2.899808614,16.82726571,14.49713141,2,5,7,6
541,138,Female,Infected,11,6,12/01/2018,56.235,62.042,12.56392375,24.80653737,22.52237617,0,1,3,6
542,138,Female,Infected,1,6,12/01/2018,15.653,46.404,21.02647486,33.6629979,31.60373424,0,0,0,6
542,138,Female,Infected,2,6,12/01/2018,36.292,42.386,10.48119096,17.80869492,17.87605021,0,3,6,5
542,138,Female,Infected,3,6,12/01/2018,38.369,57.069,3.474060736,17.89492495,18.32601442,3,5,5,5
542,138,Female,Infected,4,6,12/01/2018,41.832,56.792,3.474060736,16.45671312,17.13884352,4,4,6,5
542,138,Female,Infected,5,6,12/01/2018,45.988,54.992,4.529054647,15.19094568,15.20593699,4,5,7,5
542,138,Female,Infected,6,6,12/01/2018,43.772,49.728,3.561310152,13.59822137,12.07506629,4,6,8,5
542,138,Female,Infected,7,6,12/01/2018,47.235,48.897,3.561310152,13.48014744,12.39559461,3,8,8,7
542,138,Female,Infected,8,6,12/01/2018,56.654,45.157,4.339048859,16.68554089,14.08862102,2,6,7,6
542,138,Female,Infected,9,6,12/01/2018,57.901,41.001,4.339048859,17.875239,17.49131832,3,4,6,5
542,138,Female,Infected,10,6,12/01/2018,55.269,36.569,5.154614244,18.4457822,18.66125791,3,4,6,5
542,138,Female,Infected,11,6,12/01/2018,59.84,32.275,6.27156097,23.49081022,24.67505044,2,3,3,4
543,138,Female,Infected,1,6,12/01/2018,11.097,61.682,16.31806438,40.09209226,42.90363875,0,0,1,3
543,138,Female,Infected,2,6,12/01/2018,24.356,71.194,16.31806438,33.67165879,35.99224282,0,0,2,4
543,138,Female,Infected,3,6,12/01/2018,43.812,68.744,13.68000475,24.96561607,24.12127482,0,1,3,5
543,138,Female,Infected,4,6,12/01/2018,52.891,58.511,4.693673402,19.22131341,15.52620721,2,5,7,7
543,138,Female,Infected,5,6,12/01/2018,54.332,54.044,2.918000171,17.91315722,14.33137198,2,6,7,6
543,138,Female,Infected,6,6,12/01/2018,56.782,52.459,2.918000171,18.80708733,14.15793879,3,5,6,6
543,138,Female,Infected,7,6,12/01/2018,54.909,43.667,4.284589362,18.89630102,13.73657026,3,6,7,7
543,138,Female,Infected,8,6,12/01/2018,56.35,39.632,4.284589362,21.65376452,15.56909627,2,4,7,7
543,138,Female,Infected,9,6,12/01/2018,50.153,43.956,4.764772502,17.6853997,12.57483323,3,7,7,7
543,138,Female,Infected,10,6,12/01/2018,42.659,46.117,7.799356191,18.39842018,15.31540985,1,4,7,7
543,138,Female,Infected,11,6,12/01/2018,42.226,32.138,13.98570449,26.2325004,25.01247421,0,2,4,6
544,138,Female,Infected,1,6,12/01/2018,33.097,79.011,12.10847575,37.58759997,44.02404901,0,2,2,4
544,138,Female,Infected,2,6,12/01/2018,46.401,74.469,11.84490241,33.10684221,37.50411924,0,2,2,3
544,138,Female,Infected,3,6,12/01/2018,36.829,67.492,11.84490241,28.07136257,32.47149277,0,2,2,4
544,138,Female,Infected,4,6,12/01/2018,36.829,44.616,7.563394013,19.3248507,19.30011119,2,3,6,5
544,138,Female,Infected,5,6,12/01/2018,29.852,41.696,7.563394013,22.53095803,24.95800856,3,3,3,4
544,138,Female,Infected,6,6,12/01/2018,36.18,36.991,4.77177116,20.40658412,18.04701019,3,4,6,6
544,138,Female,Infected,7,6,12/01/2018,33.422,33.097,4.77177116,23.40899971,21.01990837,2,3,4,6
544,138,Female,Infected,8,6,12/01/2018,49.808,33.746,3.920700193,21.48381964,16.66422349,2,4,6,7
544,138,Female,Infected,9,6,12/01/2018,53.377,35.369,2.411801194,21.78699093,19.52013849,3,3,5,6
544,138,Female,Infected,10,6,12/01/2018,55,37.153,2.411801194,21.99733239,20.79988107,3,3,5,6
544,138,Female,Infected,11,6,12/01/2018,58.082,40.398,4.475349037,23.62336882,23.9417488,2,3,3,5
545,138,Female,Infected,1,6,12/01/2018,21.192,47.286,14.38176696,37.97450499,39.89482963,0,1,1,5
545,138,Female,Infected,2,6,12/01/2018,14.417,34.6,14.38176696,38.28569365,37.77806199,0,1,1,5
545,138,Female,Infected,3,6,12/01/2018,49.881,53.053,24.39126698,34.19935516,33.73891717,0,0,0,5
545,138,Female,Infected,4,6,12/01/2018,48.728,28.689,7.465528314,20.13642455,15.79782775,1,1,6,6
545,138,Female,Infected,5,6,12/01/2018,47.431,21.337,7.465528314,20.00032692,17.36191749,1,4,7,7
545,138,Female,Infected,6,6,12/01/2018,36.618,18.742,11.12002671,23.64727997,25.39120664,0,2,3,5
545,138,Female,Infected,7,6,12/01/2018,37.195,7.497,11.25979369,29.21506294,29.29718731,0,1,2,5
545,138,Female,Infected,8,6,12/01/2018,57.09,15.137,4.818477975,23.65593138,18.35558702,1,3,5,7
545,138,Female,Infected,9,6,12/01/2018,60.117,18.886,4.818477975,23.31755555,19.26317737,2,4,5,5
545,138,Female,Infected,10,6,12/01/2018,64.154,26.527,2.181230158,24.71512691,23.06259333,2,3,5,5
545,138,Female,Infected,11,6,12/01/2018,63.865,28.689,2.181230158,24.84796279,23.04774818,1,2,5,5
546,373,Male,Infected,1,6,12/01/2018,75.755,17.019,2.085399003,28.58211299,31.70053623,2,2,4,5
546,373,Male,Infected,2,6,12/01/2018,75.547,19.094,2.085399003,27.04474786,29.61806969,2,2,4,5
546,373,Male,Infected,3,6,12/01/2018,82.189,23.245,7.554913434,25.11860317,26.78122402,4,5,5,5
546,373,Male,Infected,4,6,12/01/2018,86.755,29.264,1.467670944,23.95985731,21.12640909,3,3,5,6
546,373,Male,Infected,5,6,12/01/2018,86.962,30.717,1.467670944,23.67445024,19.74330279,3,3,6,6
546,373,Male,Infected,6,6,12/01/2018,88.208,36.113,5.537989888,24.12535142,21.21196082,2,4,4,7
546,373,Male,Infected,7,6,12/01/2018,82.811,50.019,11.94603788,25.20341641,26.78122402,0,3,4,5
546,373,Male,Infected,8,6,12/01/2018,74.302,59.774,11.88924291,28.91809957,30.03960932,0,2,2,5
546,373,Male,Infected,9,6,12/01/2018,70.981,48.358,11.88924291,22.95170691,24.76691164,0,2,3,4
546,373,Male,Infected,10,6,12/01/2018,54.17,52.094,9.020922625,29.38944982,37.60289623,2,2,3,5
546,373,Male,Infected,11,6,12/01/2018,45.868,55.623,1.958664086,35.55329693,46.61883418,2,2,2,4
546,373,Male,Infected,12,6,12/01/2018,44.83,53.962,1.958664086,35.74090124,46.46839262,2,2,2,4
547,373,Male,Infected,1,6,12/01/2018,61.562,122.513,22.95488107,39.75932574,42.93963842,0,0,0,4
547,373,Male,Infected,2,6,12/01/2018,80.724,109.874,4.84549079,31.81377917,28.84688831,1,2,2,6
547,373,Male,Infected,3,6,12/01/2018,82.558,105.389,4.84549079,30.06284022,27.09360426,2,2,3,6
547,373,Male,Infected,4,6,12/01/2018,79.704,97.032,8.830898312,25.98763383,29.47384502,1,4,5,5
547,373,Male,Infected,5,6,12/01/2018,82.151,87.043,3.465764706,26.39564841,23.43853549,2,3,4,6
547,373,Male,Infected,6,6,12/01/2018,80.52,83.985,3.465764706,26.12547612,25.88980373,2,3,3,6
547,373,Male,Infected,7,6,12/01/2018,78.278,81.131,3.629308474,26.31081529,24.63268081,2,2,4,6
547,373,Male,Infected,8,6,12/01/2018,64.212,71.958,7.363476625,29.22229893,29.47384502,1,1,2,5
547,373,Male,Infected,9,6,12/01/2018,56.874,72.57,7.363476625,30.02681152,29.12721164,1,1,2,6
547,373,Male,Infected,10,6,12/01/2018,42.604,77.258,9.869611644,34.36991586,38.50812362,1,1,2,4
547,373,Male,Infected,11,6,12/01/2018,36.489,85.005,9.869611644,36.75708397,44.04281282,1,1,2,4
547,373,Male,Infected,12,6,12/01/2018,36.285,102.128,17.12421516,39.14984007,43.71703074,0,0,1,4
548,373,Male,Infected,1,6,12/01/2018,34.467,72.509,15.51288819,34.18509496,36.5239095,0,0,1,4
548,373,Male,Infected,2,6,12/01/2018,58.636,77.514,4.780059623,28.96675424,29.84616843,1,1,2,5
548,373,Male,Infected,3,6,12/01/2018,62.355,74.511,4.780059623,27.17533844,27.95976659,1,2,3,5
548,373,Male,Infected,4,6,12/01/2018,66.645,64.071,5.835986635,22.8660755,22.26837839,1,2,5,6
548,373,Male,Infected,5,6,12/01/2018,68.361,58.493,5.835986635,22.13414721,21.36291333,1,3,5,6
548,373,Male,Infected,6,6,12/01/2018,44.621,60.781,15.51288819,23.41186827,23.85000092,0,0,1,5
548,373,Male,Infected,7,6,12/01/2018,61.067,47.767,4.862882376,19.18551404,17.23178749,2,4,6,6
548,373,Male,Infected,8,6,12/01/2018,65.358,45.479,4.862882376,21.19843771,18.63649197,2,4,6,6
548,373,Male,Infected,9,6,12/01/2018,59.78,42.189,5.724548279,20.66127234,22.93360305,3,4,5,5
548,373,Male,Infected,10,6,12/01/2018,56.062,35.754,4.206708214,24.09403314,25.85203129,2,4,5,5
548,373,Male,Infected,11,6,12/01/2018,52.057,34.467,4.206708214,25.48331861,27.34448193,1,2,5,5
548,373,Male,Infected,12,6,12/01/2018,36.469,36.04,15.66716544,32.10647756,30.39192396,0,0,2,6
549,373,Female,Infected,1,6,12/01/2018,48.183,23.339,3.927877035,27.07847431,30.61591803,1,3,3,5
549,373,Female,Infected,2,6,12/01/2018,51.696,21.582,3.927877035,25.94668342,27.66079466,1,3,3,4
549,373,Female,Infected,3,6,12/01/2018,60.731,28.107,11.14481269,22.99630867,23.68147126,0,3,3,4
549,373,Female,Infected,4,6,12/01/2018,58.221,13.551,10.34758841,28.50895961,29.13808257,0,3,4,5
549,373,Female,Infected,5,6,12/01/2018,77.043,11.544,5.874477849,31.92554801,31.17726135,1,2,3,6
549,373,Female,Infected,6,6,12/01/2018,82.564,13.551,5.874477849,33.37731607,35.74714121,2,2,2,5
549,373,Female,Infected,7,6,12/01/2018,87.081,17.567,6.044133106,34.90018833,38.6053499,1,2,2,4
549,373,Female,Infected,8,6,12/01/2018,83.066,55.963,25.849,39.23086327,38.6053499,0,0,0,6
549,373,Female,Infected,9,6,12/01/2018,57.217,55.963,4.31755359,30.95757077,33.85171387,2,3,3,5
549,373,Female,Infected,10,6,12/01/2018,53.704,53.453,4.31755359,29.55041698,30.61591803,2,3,3,5
549,373,Female,Infected,11,6,12/01/2018,49.94,49.187,4.668063517,28.31134208,27.66079466,3,3,3,6
549,373,Female,Infected,12,6,12/01/2018,47.179,45.423,4.668063517,28.22841031,24.26513074,1,3,3,6
550,373,Female,Infected,1,6,12/01/2018,49.146,20.652,32.45865901,43.20898733,45.99112307,0,0,0,4
550,373,Female,Infected,2,6,12/01/2018,94.37,29.017,6.802047706,31.46137257,29.47941411,1,1,1,6
550,373,Female,Infected,3,6,12/01/2018,94.632,35.814,6.802047706,27.66453792,23.8932579,1,1,3,6
550,373,Female,Infected,4,6,12/01/2018,88.358,51.237,4.083352177,19.91156941,17.06419315,4,4,6,6
550,373,Female,Infected,5,6,12/01/2018,85.221,53.851,3.048730391,18.5442933,20.26606153,4,5,5,5
550,373,Female,Infected,6,6,12/01/2018,83.652,51.237,3.048730391,17.37511235,18.9322299,4,5,7,5
550,373,Female,Infected,7,6,12/01/2018,80.254,52.021,2.876,16.72412174,15.72843708,5,5,6,6
550,373,Female,Infected,8,6,12/01/2018,80.254,54.897,2.876,17.49505987,15.21822897,5,5,7,6
550,373,Female,Infected,9,6,12/01/2018,71.366,52.805,7.135564238,18.03508115,13.89442842,3,6,8,8
550,373,Female,Infected,10,6,12/01/2018,65.092,56.204,5.049290643,21.20063621,19.21313845,2,3,6,7
550,373,Female,Infected,11,6,12/01/2018,60.386,54.374,5.049290643,23.30556311,23.47653137,2,3,4,5
550,373,Female,Infected,12,6,12/01/2018,53.59,52.805,6.974767165,28.25546608,30.10286478,1,2,3,5
551,373,Female,Infected,1,6,12/01/2018,40.05,40.92,34.92381451,42.99543095,43.63933429,0,0,0,5
551,373,Female,Infected,2,6,12/01/2018,68.781,63.34,11.93187328,20.85058551,16.8519552,0,2,7,7
551,373,Female,Infected,3,6,12/01/2018,81.406,54.851,5.941302551,29.24693884,29.90915848,1,1,3,5
551,373,Female,Infected,4,6,12/01/2018,78.576,49.627,5.941302551,31.04708156,32.90120145,1,1,2,4
551,373,Female,Infected,5,6,12/01/2018,78.141,70.74,6.53,22.83908424,17.00009674,1,3,6,7
551,373,Female,Infected,6,6,12/01/2018,74.223,75.964,6.53,21.15104339,22.22554308,2,5,5,5
551,373,Female,Infected,7,6,12/01/2018,67.91,80.1,3.212906784,20.05943054,16.78261723,3,4,6,6
551,373,Female,Infected,8,6,12/01/2018,65.081,81.623,2.920304779,20.39741728,18.65363474,2,4,6,6
551,373,Female,Infected,9,6,12/01/2018,63.775,79.011,2.920304779,19.31007035,16.57683314,2,4,6,6
551,373,Female,Infected,10,6,12/01/2018,52.674,81.406,10.13728608,23.38777487,22.22554308,0,4,5,6
551,373,Female,Infected,11,6,12/01/2018,42.879,78.794,3.05571481,28.07073012,30.16189185,1,2,2,5
551,373,Female,Infected,12,6,12/01/2018,42.662,75.746,3.05571481,27.67056929,28.91558398,1,2,2,5
552,373,Female,Infected,1,6,12/01/2018,46.59,117.675,23.4726716,39.01708654,41.79682019,0,0,0,3
552,373,Female,Infected,2,6,12/01/2018,63.641,138.329,13.69064765,30.05959885,29.30826329,0,1,1,7
552,373,Female,Infected,3,6,12/01/2018,68.684,125.601,13.69064765,21.57743491,20.96059572,0,1,4,7
552,373,Female,Infected,4,6,12/01/2018,84.054,125.601,4.803,15.22077176,9.345144461,6,6,7,6
552,373,Female,Infected,5,6,12/01/2018,88.377,127.762,2.213666867,16.40985292,10.56972511,5,6,7,6
552,373,Female,Infected,6,6,12/01/2018,88.857,125.601,1.829624005,15.40574883,8.436778769,6,6,6,6
552,373,Female,Infected,7,6,12/01/2018,89.577,123.919,1.829624005,15.20415935,6.876465371,6,6,6,6
552,373,Female,Infected,8,6,12/01/2018,88.137,122.238,2.213450022,14.60357915,5.529211155,6,6,7,6
552,373,Female,Infected,9,6,12/01/2018,90.538,121.038,2.684176037,15.70665583,7.928633237,6,6,6,6
552,373,Female,Infected,10,6,12/01/2018,88.137,117.195,4.531384998,15.96249023,10.56972511,5,6,8,6
552,373,Female,Infected,11,6,12/01/2018,85.975,101.345,4.415174742,25.03673922,24.33194972,1,1,2,7
552,373,Female,Infected,12,6,12/01/2018,82.853,98.223,4.415174742,27.38786682,27.40432968,1,1,2,5
553,373,Female,Infected,1,6,12/01/2018,50.472,123.458,5.653135855,37.19328024,40.82896533,1,1,1,4
553,373,Female,Infected,2,6,12/01/2018,52.699,128.654,5.653135855,37.04815508,43.3083797,1,1,2,3
553,373,Female,Infected,3,6,12/01/2018,66.059,137.313,15.92067464,35.02782847,38.22161634,0,0,2,4
553,373,Female,Infected,4,6,12/01/2018,83.873,134.097,17.71157768,30.82294235,28.91418532,0,0,2,6
553,373,Female,Infected,5,6,12/01/2018,95.501,120.737,4.778905732,26.63390737,23.48432418,1,3,5,6
553,373,Female,Infected,6,6,12/01/2018,97.233,116.283,4.778905732,26.18672967,22.2672,3,4,5,6
553,373,Female,Infected,7,6,12/01/2018,94.264,109.603,2.333797335,24.1627384,26.60693363,3,5,5,5
553,373,Female,Infected,8,6,12/01/2018,95.501,107.624,2.333797335,25.13654663,28.91418532,3,5,5,5
553,373,Female,Infected,9,6,12/01/2018,87.089,105.397,8.316914151,23.39680787,23.44532399,3,4,5,5
553,373,Female,Infected,10,6,12/01/2018,90.8,97.728,8.519687905,27.77142186,23.48432418,1,3,4,7
553,373,Female,Infected,11,6,12/01/2018,70.265,89.068,7.765055119,33.96995838,38.31356482,1,1,1,5
553,373,Female,Infected,12,6,12/01/2018,63.585,93.027,7.765055119,34.14827642,35.09563313,1,1,1,4
554,379,Male,Infected,1,6,12/01/2018,28.881,39.695,19.23143273,23.34170231,23.91466648,0,0,1,3
554,379,Male,Infected,2,6,12/01/2018,47.074,45.929,4.723364267,17.59151122,17.51154431,3,4,7,6
554,379,Male,Infected,3,6,12/01/2018,51.273,48.092,4.723364267,18.64666575,18.78280325,4,4,6,5
554,379,Male,Infected,4,6,12/01/2018,49.873,54.453,3.527623704,16.17238913,14.18413216,4,6,7,6
554,379,Male,Infected,5,6,12/01/2018,46.565,51.909,4.073011785,14.6578979,12.72330386,4,6,7,6
554,379,Male,Infected,6,6,12/01/2018,46.693,55.98,3.527623704,14.47071007,10.658931,4,6,8,6
554,379,Male,Infected,7,6,12/01/2018,41.731,60.688,4.86171842,14.12178173,12.74412339,3,6,9,6
554,379,Male,Infected,8,6,12/01/2018,36.896,60.179,4.86171842,13.63365867,13.05512179,3,7,9,6
554,379,Male,Infected,9,6,12/01/2018,33.079,63.359,3.723949785,15.33101744,17.69109087,4,4,8,4
554,379,Male,Infected,10,6,12/01/2018,29.39,63.868,3.723949785,16.84027261,19.01616031,3,4,6,5
554,379,Male,Infected,11,6,12/01/2018,24.173,63.105,5.272500166,19.58438536,23.62024608,2,4,5,5
554,379,Male,Infected,12,6,12/01/2018,14.122,58.143,11.20910545,26.96749699,27.72605104,0,1,3,5
555,379,Male,Infected,1,6,12/01/2018,92.384,58.041,24.4374621,34.10455693,35.37618602,0,0,0,4
555,379,Male,Infected,2,6,12/01/2018,114.561,47.776,3.148213462,15.84784443,18.31320951,3,4,5,4
555,379,Male,Infected,3,6,12/01/2018,116.589,45.368,2.357336845,14.03326725,15.77061687,4,5,8,5
555,379,Male,Infected,4,6,12/01/2018,117.983,43.467,2.357336845,13.17802452,13.91552078,4,5,8,5
555,379,Male,Infected,5,6,12/01/2018,118.363,40.299,3.190709012,12.14139163,10.82766402,5,7,9,5
555,379,Male,Infected,6,6,12/01/2018,119.123,35.864,4.087564678,11.81032524,9.92853406,5,9,9,6
555,379,Male,Infected,7,6,12/01/2018,118.616,31.808,4.087564678,12.13136213,9.073871779,6,8,9,7
555,379,Male,Infected,8,6,12/01/2018,114.814,27.626,2.534400126,13.16269215,11.22872378,5,6,8,6
555,379,Male,Infected,9,6,12/01/2018,110.632,26.993,4.229635091,14.91889786,13.83431005,4,5,8,5
555,379,Male,Infected,10,6,12/01/2018,116.842,26.106,2.534400126,14.06687802,12.1476604,4,6,8,5
555,379,Male,Infected,11,6,12/01/2018,116.715,23.191,2.917765241,16.35029038,15.04346795,4,5,6,5
556,379,Male,Infected,1,6,12/01/2018,28.62,22.015,18.53529309,35.65302684,36.69326331,0,0,1,4
556,379,Male,Infected,2,6,12/01/2018,29.397,40.534,18.53529309,23.22999002,23.95854188,0,0,2,3
