Replicate,Line,Sex,Infection,Individual,Block,Day,X,Y,closest_fly,mean_distance,median_distance,FliesWithin10mm,FliesWithin15mm,FliesWithin20mm,Mean_close_flies
59,765,Male,Control,9,1,27/11/2017,51.535,87.047,5.109986008,17.51137898,18.14931748,3,4,8,5
59,765,Male,Control,10,1,27/11/2017,46.988,89.645,4.506058366,19.66476565,23.2913942,4,4,4,4
59,765,Male,Control,11,1,27/11/2017,44.389,93.326,3.524026816,22.36443756,26.98383807,3,4,4,4
59,765,Male,Control,12,1,27/11/2017,42.008,95.924,3.524026816,25.29330312,30.04867015,2,4,4,4
60,818,Female,Infected,1,1,27/11/2017,74.192,80.801,17.89453718,33.3664783,35.66474169,0,0,1,3
60,818,Female,Infected,2,1,27/11/2017,55.005,103.826,17.44874322,36.32934788,38.42831437,0,0,1,3
60,818,Female,Infected,3,1,27/11/2017,39.441,95.938,13.25579873,29.8398548,28.77091491,0,1,2,6
60,818,Female,Infected,4,1,27/11/2017,33.259,84.212,12.43097205,25.01735338,25.37252266,0,2,5,5
60,818,Female,Infected,5,1,27/11/2017,60.121,64.598,9.441372623,23.54143933,21.45996855,1,2,4,7
60,818,Female,Infected,6,1,27/11/2017,69.502,63.532,9.441372623,29.9448386,29.85526341,1,1,2,6
60,818,Female,Infected,7,1,27/11/2017,47.543,60.334,3.724007787,21.14026175,17.36891459,2,5,6,6
60,818,Female,Infected,8,1,27/11/2017,43.918,61.187,3.724007787,20.60988425,16.55814392,3,5,6,6
60,818,Female,Infected,9,1,27/11/2017,42.852,67.37,3.470214547,18.05480092,17.49006418,5,5,7,6
60,818,Female,Infected,10,1,27/11/2017,40.294,69.715,3.015244766,18.11276757,16.11379018,4,5,6,6
60,818,Female,Infected,11,1,27/11/2017,37.309,69.289,3.015244766,19.30373582,15.46280793,3,5,6,6
60,818,Female,Infected,12,1,27/11/2017,34.538,71.847,3.77118085,20.825967,17.36891459,3,5,6,6
61,818,Female,Infected,1,1,27/11/2017,43.88,75.872,4.323600005,26.56607679,28.81478643,1,1,1,4
61,818,Female,Infected,2,1,27/11/2017,47.339,73.278,4.323600005,23.96614086,25.49690381,1,1,1,3
61,818,Female,Infected,3,1,27/11/2017,71.549,65.28,4.990732211,17.03697892,15.25562444,4,5,7,7
61,818,Female,Infected,4,1,27/11/2017,71.981,70.252,3.730707708,13.47538176,10.43360748,5,7,8,7
61,818,Female,Infected,5,1,27/11/2017,70.035,73.926,2.594,11.92414321,8.316392307,7,8,8,7
61,818,Female,Infected,6,1,27/11/2017,72.629,73.926,2.594,12.09297318,7.463558736,7,8,8,7
61,818,Female,Infected,7,1,27/11/2017,75.656,72.413,3.384065307,13.90751884,9.03026406,6,7,8,7
61,818,Female,Infected,8,1,27/11/2017,75.007,78.466,3.010757546,13.02510741,8.75365478,6,8,8,7
61,818,Female,Infected,9,1,27/11/2017,73.926,81.276,3.010757546,13.35523911,9.03026406,6,7,8,7
61,818,Female,Infected,10,1,27/11/2017,69.603,80.411,4.408690735,12.37056488,10.03029476,5,7,9,7
61,818,Female,Infected,11,1,27/11/2017,70.468,88.409,7.927007821,16.82810856,14.6433333,2,6,8,7
61,818,Female,Infected,12,1,27/11/2017,59.011,96.191,13.84999542,24.65449877,25.33394801,0,1,2,4
62,818,Female,Control,1,1,27/11/2017,50.519,77.874,5.844733014,19.67984813,19.9324123,1,3,6,5
62,818,Female,Control,2,1,27/11/2017,56.309,77.076,5.844733014,17.31461132,16.7599739,2,4,7,7
62,818,Female,Control,3,1,27/11/2017,63.697,71.285,3.841254222,14.19847664,14.7334519,4,6,9,5
62,818,Female,Control,4,1,27/11/2017,67.092,69.488,3.841254222,14.8004418,17.57652938,3,5,8,5
62,818,Female,Control,5,1,27/11/2017,71.085,68.29,4.168843125,17.15522738,17.66336347,3,3,6,4
62,818,Female,Control,6,1,27/11/2017,63.897,63.098,7.144237188,12.92110721,13.69759486,3,8,11,5
62,818,Female,Control,7,1,27/11/2017,53.713,65.095,5.082683543,12.78387431,12.25902023,2,8,11,6
62,818,Female,Control,8,1,27/11/2017,50.119,61.501,5.082683543,14.26613546,16.37788536,3,4,10,4
62,818,Female,Control,9,1,27/11/2017,47.723,56.11,4.393,17.21896369,20.20800485,2,4,5,4
62,818,Female,Control,10,1,27/11/2017,52.116,56.11,4.393,14.93379183,15.93675817,3,5,7,5
62,818,Female,Control,11,1,27/11/2017,59.704,48.921,8.343104578,18.7623734,17.24790877,1,4,6,6
62,818,Female,Control,12,1,27/11/2017,67.491,51.916,8.343104578,18.88768935,19.06618276,1,2,8,5
63,818,Female,Control,1,1,27/11/2017,27.99,40.999,2.50881486,32.86136129,36.5101883,1,1,2,3
63,818,Female,Control,2,1,27/11/2017,29.764,39.225,2.50881486,31.8413271,35.72599169,1,2,2,3
63,818,Female,Control,3,1,27/11/2017,38.24,28.976,13.29979613,31.91415928,36.74774835,0,1,3,3
63,818,Female,Control,4,1,27/11/2017,54.206,33.903,16.70893429,24.67419072,25.88494763,0,0,1,4
63,818,Female,Control,5,1,27/11/2017,69.975,47.504,8.587491194,21.17833197,16.29383049,1,5,7,8
63,818,Female,Control,6,1,27/11/2017,62.682,52.038,4.613873102,16.52060423,9.33910167,6,7,7,7
63,818,Female,Control,7,1,27/11/2017,61.105,56.374,2.801303268,16.06643624,8.558157804,6,7,7,7
63,818,Female,Control,8,1,27/11/2017,63.273,58.148,2.801303268,16.67525663,6.999185238,6,7,7,7
63,818,Female,Control,9,1,27/11/2017,60.711,60.908,3.49276767,17.73610062,9.086349157,6,6,7,7
63,818,Female,Control,10,1,27/11/2017,57.36,61.893,3.49276767,18.85929656,12.48221843,4,6,7,6
63,818,Female,Control,11,1,27/11/2017,66.23,58.542,2.98313342,17.97468736,9.481882777,6,7,7,7
63,818,Female,Control,12,1,27/11/2017,69.384,58.542,3.154,20.05625826,11.05381043,5,7,7,7
64,818,Male,Infected,1,1,27/11/2017,48.188,42.628,9.768275692,24.14554061,21.69818295,1,2,4,7
64,818,Male,Infected,2,1,27/11/2017,38.921,45.717,6.387097071,20.88254571,16.290132,2,5,6,7
64,818,Male,Infected,3,1,27/11/2017,36.656,51.689,6.387097071,17.56084715,13.78364895,3,6,7,7
64,818,Male,Infected,4,1,27/11/2017,31.507,57.455,7.730391775,18.70300099,15.13812175,2,5,6,6
64,818,Male,Infected,5,1,27/11/2017,40.156,59.514,4.407798203,13.95208048,11.37143557,5,6,7,6
64,818,Male,Infected,6,1,27/11/2017,44.893,59.308,4.240439836,13.90972465,14.17942429,3,6,9,5
64,818,Male,Infected,7,1,27/11/2017,42.834,63.015,3.779423898,13.62738958,14.55841695,3,5,8,5
64,818,Male,Infected,8,1,27/11/2017,46.128,64.868,3.779423898,14.38728386,15.35640702,3,5,7,4
64,818,Male,Infected,9,1,27/11/2017,53.336,77.43,5.65441783,22.04247855,21.11701356,2,3,5,5
64,818,Male,Infected,10,1,27/11/2017,47.776,78.459,5.65441783,20.99107092,19.89340671,2,3,5,6
64,818,Male,Infected,11,1,27/11/2017,51.071,87.109,9.256323514,28.70778297,29.07721805,2,2,2,5
65,818,Male,Infected,1,1,27/11/2017,30.074,77.674,2.398270418,34.38473487,35.98954739,1,1,1,1
65,818,Male,Infected,2,1,27/11/2017,30.273,75.284,2.398270418,34.05531706,35.12548683,1,1,1,3
65,818,Male,Infected,3,1,27/11/2017,58.355,56.363,7.131596245,24.02209466,26.61792516,1,4,4,5
65,818,Male,Infected,4,1,27/11/2017,62.538,62.139,3.590297063,19.3279807,20.21429042,4,4,5,5
65,818,Male,Infected,5,1,27/11/2017,65.525,64.131,1.335827085,18.4330405,18.15134684,3,5,6,6
65,818,Male,Infected,6,1,27/11/2017,66.72,64.728,1.335827085,18.53237361,17.66341445,3,5,6,6
65,818,Male,Infected,7,1,27/11/2017,63.533,68.513,4.813521372,17.08937639,13.77804703,3,6,6,6
65,818,Male,Infected,8,1,27/11/2017,74.687,72.496,11.12721497,21.45916006,17.0048319,0,4,6,8
65,818,Male,Infected,9,1,27/11/2017,64.529,82.255,7.68782427,18.57837939,17.66341445,3,5,7,7
65,818,Male,Infected,10,1,27/11/2017,62.338,89.624,3.720784998,22.0178783,25.27870131,3,3,3,5
65,818,Male,Infected,11,1,27/11/2017,65.923,90.62,3.720784998,22.87105023,25.90426361,3,3,3,5
65,818,Male,Infected,12,1,27/11/2017,69.309,88.628,3.92849335,22.64548648,24.03981949,3,3,4,5
66,818,Male,Control,1,1,27/11/2017,46.377,54.373,13.04435663,18.85067114,18.41821055,0,3,6,6
66,818,Male,Control,2,1,27/11/2017,33.783,50.975,2.472893245,25.69746235,28.69752951,1,2,2,4
66,818,Male,Control,3,1,27/11/2017,34.383,48.576,2.472893245,26.90750983,30.01445353,1,2,2,3
66,818,Male,Control,4,1,27/11/2017,47.377,68.166,3.839688138,11.92476171,10.75894205,5,9,9,6
66,818,Male,Control,5,1,27/11/2017,50.375,70.565,1.99860001,10.45884986,6.930368894,8,8,9,8
66,818,Male,Control,6,1,27/11/2017,51.974,71.764,1.99860001,10.11136381,5.837637622,8,8,9,8
66,818,Male,Control,7,1,27/11/2017,54.373,70.965,2.528557296,10.41418302,5.797172414,8,8,9,8
66,818,Male,Control,8,1,27/11/2017,53.174,73.564,2.057766265,10.39080614,5.119688272,8,8,8,8
66,818,Male,Control,9,1,27/11/2017,54.173,75.363,2.057766265,11.28551664,4.416152624,8,8,8,8
66,818,Male,Control,10,1,27/11/2017,57.172,76.762,2.278947564,13.19101135,7.211047635,7,8,8,8
66,818,Male,Control,11,1,27/11/2017,56.172,74.363,2.235173595,11.38899501,4.937408733,7,8,8,8
66,818,Male,Control,12,1,27/11/2017,58.571,74.963,2.278947564,13.1354371,7.331712624,7,8,8,8
67,818,Male,Control,1,1,27/11/2017,56.228,64.693,22.65470198,26.99990943,26.89661945,0,0,0,6
67,818,Male,Control,2,1,27/11/2017,45.547,91.9,1.814,28.40308524,31.07366757,2,2,2,4
67,818,Male,Control,3,1,27/11/2017,43.733,91.9,1.814,27.78968234,30.19654371,2,2,2,4
67,818,Male,Control,4,1,27/11/2017,40.71,91.094,3.128604321,26.8561434,29.38284973,2,2,2,4
67,818,Male,Control,5,1,27/11/2017,30.835,73.56,4.874068937,18.19959883,22.42128462,2,4,4,4
67,818,Male,Control,6,1,27/11/2017,28.417,69.328,4.460708912,17.66209338,20.28346322,4,4,4,4
67,818,Male,Control,7,1,27/11/2017,29.827,65.096,2.850347523,16.74562008,15.89954276,4,4,7,6
67,818,Male,Control,8,1,27/11/2017,27.61,63.282,2.864556685,18.02577927,15.71718617,3,4,7,7
67,818,Male,Control,9,1,27/11/2017,31.843,63.081,2.850347523,16.67040511,13.29580298,3,6,7,7
67,818,Male,Control,10,1,27/11/2017,37.889,51.392,2.427419412,21.67555249,20.28346322,2,3,5,6
67,818,Male,Control,11,1,27/11/2017,35.067,50.182,2.885494932,22.43088954,20.2679998,2,3,5,6
67,818,Male,Control,12,1,27/11/2017,37.687,48.973,2.427419412,23.40370338,22.36646876,2,2,5,6
68,380,Female,Infected,1,1,27/11/2017,43.215,61.271,11.03836532,32.14792493,34.04711284,0,1,2,5
68,380,Female,Infected,2,1,27/11/2017,39.968,50.721,11.03836532,36.49806184,41.46619117,0,2,2,4
68,380,Female,Infected,3,1,27/11/2017,52.142,43.823,13.99245082,33.0321051,38.00034158,0,2,4,4
68,380,Female,Infected,4,1,27/11/2017,65.938,40.78,6.22400972,32.31538222,30.59764386,1,2,2,6
68,380,Female,Infected,5,1,27/11/2017,71.822,42.809,6.22400972,31.71086745,34.04711284,1,1,3,4
68,380,Female,Infected,6,1,27/11/2017,82.574,58.025,6.160822348,28.83540425,27.75888632,1,1,2,6
68,380,Female,Infected,7,1,27/11/2017,84.4,63.909,6.160822348,28.84229952,29.59385215,1,1,3,5
68,380,Female,Infected,8,1,27/11/2017,77.705,82.372,2.565872171,28.09292874,24.82908718,2,2,4,6
68,380,Female,Infected,9,1,27/11/2017,75.271,81.56,2.565872171,26.83996075,24.64203794,2,2,5,6
68,380,Female,Infected,10,1,27/11/2017,75.271,84.806,3.246,28.55116366,27.75888632,2,2,4,6
68,380,Female,Infected,11,1,27/11/2017,58.634,85.618,2.241212395,29.68226248,33.69224595,1,1,4,5
68,380,Female,Infected,12,1,27/11/2017,58.431,87.85,2.241212395,31.11649587,35.32082165,1,1,3,5
69,380,Female,Infected,1,1,27/11/2017,35.821,64.024,5.367834573,30.35167543,33.88201157,3,3,3,4
69,380,Female,Infected,2,1,27/11/2017,41.173,64.436,5.367834573,27.58178924,31.51260123,3,3,3,4
69,380,Female,Infected,3,1,27/11/2017,38.703,58.466,3.060257669,30.68844394,37.95307993,3,3,3,4
69,380,Female,Infected,4,1,27/11/2017,40.967,56.407,3.060257669,31.00819527,39.29493862,3,3,3,4
69,380,Female,Infected,5,1,27/11/2017,60.113,45.908,21.83571196,38.29468239,39.67408072,0,0,0,5
69,380,Female,Infected,6,1,27/11/2017,80.082,73.494,5.937510926,33.50025429,36.16034741,1,1,2,4
69,380,Female,Infected,7,1,27/11/2017,85.022,76.788,5.937510926,36.86466528,39.2261982,1,1,2,4
69,380,Female,Infected,8,1,27/11/2017,74.317,92.639,16.96115474,33.08181057,24.72446378,0,0,3,6
69,380,Female,Infected,9,1,27/11/2017,57.436,94.286,3.523055776,27.26344689,32.66752822,3,3,4,4
69,380,Female,Infected,10,1,27/11/2017,53.937,93.875,3.351287066,26.70965063,33.15035725,3,3,3,4
69,380,Female,Infected,11,1,27/11/2017,50.643,94.492,1.317638038,27.47113615,33.88201157,3,3,3,4
69,380,Female,Infected,12,1,27/11/2017,49.614,93.669,1.317638038,27.37429604,32.69667986,3,3,3,4
70,380,Female,Control,1,1,27/11/2017,39.329,78.658,20.30122287,28.38433125,28.76403883,0,0,0,5
70,380,Female,Control,2,1,27/11/2017,58.484,71.933,4.958437859,16.14632245,17.06849648,1,3,9,4
70,380,Female,Control,3,1,27/11/2017,57.669,67.042,4.958437859,18.21749574,20.52541629,1,4,5,5
70,380,Female,Control,4,1,27/11/2017,71.526,66.024,9.12470542,19.90890336,20.15254192,1,4,5,5
70,380,Female,Control,5,1,27/11/2017,67.858,57.669,3.057200026,23.51894811,27.30676202,2,3,4,4
70,380,Female,Control,6,1,27/11/2017,66.024,55.223,3.057200026,25.24616036,29.79661732,1,3,4,4
70,380,Female,Control,7,1,27/11/2017,63.171,84.363,3.117462109,14.40200952,13.28430913,5,6,7,6
70,380,Female,Control,8,1,27/11/2017,67.654,84.975,2.048184562,15.11121084,15.9431071,5,5,7,5
70,380,Female,Control,9,1,27/11/2017,67.45,87.013,2.048184562,15.62923669,17.54410317,5,5,6,5
70,380,Female,Control,10,1,27/11/2017,63.782,87.42,3.117462109,15.21533916,16.36813896,5,5,6,5
70,380,Female,Control,11,1,27/11/2017,65.82,89.865,3.110845866,16.79078943,19.37455858,5,5,6,5
70,380,Female,Control,12,1,27/11/2017,63.171,91.496,3.110845866,18.00719484,20.11663337,5,5,5,5
71,380,Female,Control,1,1,27/11/2017,31.608,65.445,2.950367604,27.89648138,28.7811744,3,3,3,4
71,380,Female,Control,2,1,27/11/2017,30.798,68.282,2.703260994,26.89414352,26.34704699,3,3,3,6
71,380,Female,Control,3,1,27/11/2017,33.432,68.89,2.703260994,25.26511538,24.96763058,3,3,3,6
71,380,Female,Control,4,1,27/11/2017,37.484,69.7,4.132166986,23.91423901,23.42757403,3,3,4,6
71,380,Female,Control,5,1,27/11/2017,74.563,60.38,2.265136861,39.16275916,43.25258663,1,1,1,2
71,380,Female,Control,6,1,27/11/2017,76.589,59.367,2.265136861,41.04662188,45.26353195,1,1,1,2
71,380,Female,Control,7,1,27/11/2017,60.38,98.269,5.907371666,29.0497529,36.61167269,2,2,3,5
71,380,Female,Control,8,1,27/11/2017,54.504,98.877,2.115263577,26.61699822,33.77836185,2,3,5,5
71,380,Female,Control,9,1,27/11/2017,52.478,98.269,2.115263577,25.75954794,32.26465244,2,5,5,5
71,380,Female,Control,10,1,27/11/2017,39.916,93.001,3.203324055,23.7925661,23.42757403,2,3,4,6
71,380,Female,Control,11,1,27/11/2017,42.55,91.178,3.203324055,22.20005994,22.06737048,2,4,5,6
71,380,Female,Control,12,1,27/11/2017,43.36,86.72,4.530989296,21.12465708,20.40769669,2,3,5,7
72,380,Male,Infected,1,1,27/11/2017,32.14,81.016,5.13851389,20.08196166,22.00171285,1,2,3,4
72,380,Male,Infected,2,1,27/11/2017,37.275,80.826,5.13851389,15.64979464,17.07100194,2,4,9,4
72,380,Male,Infected,3,1,27/11/2017,45.643,84.63,9.192053089,12.39095222,12.19045515,2,8,10,5
72,380,Male,Infected,4,1,27/11/2017,56.483,81.207,1.635836789,10.54384975,9.235516814,6,8,9,7
72,380,Male,Infected,5,1,27/11/2017,55.152,80.256,1.635836789,9.455786615,7.943530668,7,8,9,7
72,380,Male,Infected,6,1,27/11/2017,51.919,77.593,4.188538886,8.127966664,5.84797126,8,9,9,7
72,380,Male,Infected,7,1,27/11/2017,48.876,74.36,2.977100939,9.031240504,9.15876912,6,9,10,5
72,380,Male,Infected,8,1,27/11/2017,51.539,73.029,2.977100939,8.956982719,7.589893352,7,8,9,6
72,380,Male,Infected,9,1,27/11/2017,54.772,72.458,2.100610387,9.707749011,7.001223296,7,7,9,7
72,380,Male,Infected,10,1,27/11/2017,54.962,74.55,2.100610387,8.864963446,5.899063781,7,8,9,7
72,380,Male,Infected,11,1,27/11/2017,58.575,73.98,3.657686291,11.32875893,7.54853839,7,7,8,7
73,380,Male,Infected,1,1,27/11/2017,52.381,38.527,26.22019117,37.94955888,38.49376742,0,0,0,5
73,380,Male,Infected,2,1,27/11/2017,23.154,63.578,11.16944282,23.32235318,22.58156764,0,1,3,6
73,380,Male,Infected,3,1,27/11/2017,31.315,81.988,9.300940866,19.05174213,17.74911344,2,4,7,6
73,380,Male,Infected,4,1,27/11/2017,39.855,86.163,4.430497263,19.0256552,18.78074612,3,5,6,6
73,380,Male,Infected,5,1,27/11/2017,43.461,82.937,3.066387125,17.03046993,15.02400203,4,5,7,6
73,380,Male,Infected,6,1,27/11/2017,40.614,81.798,3.066387125,15.88122661,14.36560618,5,6,8,6
73,380,Male,Infected,7,1,27/11/2017,41.943,76.104,5.709495599,13.93198649,12.14807968,4,8,9,8
73,380,Male,Infected,8,1,27/11/2017,47.447,74.586,5.709495599,15.66979192,13.84432711,4,6,9,6
73,380,Male,Infected,9,1,27/11/2017,44.41,67.943,5.464227301,14.6292841,14.36560618,4,6,9,6
73,380,Male,Infected,10,1,27/11/2017,42.512,62.819,4.934615385,15.97462978,19.07366889,3,5,7,5
73,380,Male,Infected,11,1,27/11/2017,37.957,60.921,4.934615385,16.86851122,16.63707682,3,3,6,6
73,380,Male,Infected,12,1,27/11/2017,34.161,65.476,5.929387911,15.79658493,16.10931085,2,5,9,5
74,380,Male,Control,1,1,27/11/2017,51.614,81.516,6.988163206,22.39597006,24.46789417,1,2,5,5
74,380,Male,Control,2,1,27/11/2017,50.363,52.12,2.545480112,18.45566584,15.62186893,2,5,7,6
74,380,Male,Control,3,1,27/11/2017,50.168,49.582,2.545480112,20.19135465,17.14844346,1,4,6,6
74,380,Male,Control,4,1,27/11/2017,43.141,58.562,9.677636488,20.40311199,20.55962697,1,3,5,5
74,380,Male,Control,5,1,27/11/2017,55.243,63.247,2.655080601,13.57655617,14.57696299,2,7,10,5
74,380,Male,Control,6,1,27/11/2017,56.805,65.394,2.655080601,13.37721514,15.27681642,2,5,11,4
74,380,Male,Control,7,1,27/11/2017,63.247,54.267,3.729029096,17.13899742,16.23588187,1,5,7,6
74,380,Male,Control,8,1,27/11/2017,65.98,51.73,3.729029096,19.69728436,19.03748434,1,1,7,7
74,380,Male,Control,9,1,27/11/2017,74.959,68.517,12.84350248,22.41249388,19.73874436,0,1,6,7
74,380,Male,Control,10,1,27/11/2017,58.171,69.689,4.506992456,14.27255248,16.23588187,3,5,10,5
74,380,Male,Control,11,1,27/11/2017,57.586,77.887,6.988163206,18.43512435,19.73874436,3,5,6,5
74,380,Male,Control,12,1,27/11/2017,66.175,77.887,8.589,20.41443167,18.27124035,1,3,6,6
75,380,Male,Control,1,1,27/11/2017,39.811,42.724,14.88660797,27.95045958,24.69102705,0,1,4,7
75,380,Male,Control,2,1,27/11/2017,34.956,57.289,15.35285804,26.2230637,28.33633471,0,0,2,4
75,380,Male,Control,3,1,27/11/2017,54.182,46.608,5.228995028,21.10349821,14.38960392,3,7,7,7
75,380,Male,Control,4,1,27/11/2017,52.24,51.463,4.128729829,19.11139883,14.43538326,3,6,8,8
75,380,Male,Control,5,1,27/11/2017,54.959,54.57,4.128729829,18.49805219,11.4645675,4,6,7,6
75,380,Male,Control,6,1,27/11/2017,61.367,54.765,3.392530619,19.69057569,10.8701828,5,6,6,6
75,380,Male,Control,7,1,27/11/2017,62.727,51.657,2.759439255,20.55875126,10.48879426,5,6,6,6
75,380,Male,Control,8,1,27/11/2017,64.863,49.91,2.759439255,22.43274314,12.71817353,3,6,6,6
75,380,Male,Control,9,1,27/11/2017,66.417,54.182,4.471210686,22.66337807,14.43538326,3,6,6,6
75,380,Male,Control,10,1,27/11/2017,44.278,90.692,7.395545957,36.03705511,40.02883817,1,2,2,3
75,380,Male,Control,11,1,27/11/2017,37.092,88.944,4.741140896,35.95824977,41.92230511,2,2,2,3
75,380,Male,Control,12,1,27/11/2017,33.208,86.225,4.741140896,35.86656917,42.22156891,1,2,2,3
76,59,Female,Infected,1,2,28/11/2017,26.467,38.612,2.718600007,27.64982812,24.53906585,1,3,4,5
76,59,Female,Infected,2,2,28/11/2017,28.642,36.981,2.718600007,27.38489737,22.56141274,2,4,4,5
76,59,Female,Infected,3,2,28/11/2017,39.7,39.7,3.976342541,24.99357639,13.27765164,2,5,5,5
76,59,Female,Infected,4,2,28/11/2017,38.068,36.074,3.976342541,26.33169527,13.58653164,3,5,5,5
76,59,Female,Infected,5,2,28/11/2017,43.325,36.799,4.642889833,27.22807974,16.95520961,3,4,5,5
76,59,Female,Infected,6,2,28/11/2017,50.939,40.425,8.433319157,30.38067684,24.53906585,1,3,3,5
76,59,Female,Infected,7,2,28/11/2017,47.313,81.575,20.86749206,38.37878581,42.56140733,0,0,0,3
76,59,Female,Infected,8,2,28/11/2017,26.648,84.475,4.622221976,36.11381983,46.63856054,2,2,2,3
76,59,Female,Infected,9,2,28/11/2017,22.478,82.481,4.387949065,35.54395123,45.91562801,2,2,2,3
76,59,Female,Infected,10,2,28/11/2017,19.034,79.762,4.387949065,35.56426541,43.84663756,2,2,2,3
77,59,Female,Infected,1,2,28/11/2017,19.558,51.611,13.20450567,33.62097309,40.17080349,0,2,4,5
77,59,Female,Infected,2,2,28/11/2017,24.81,67.185,16.43572268,31.22880125,31.47943154,0,0,1,5
77,59,Female,Infected,3,2,28/11/2017,29.337,42.738,1.460260936,30.02091634,36.51655822,2,3,3,5
77,59,Female,Infected,4,2,28/11/2017,30.786,42.919,1.460260936,29.30391613,35.07382685,2,3,4,5
77,59,Female,Infected,5,2,28/11/2017,33.502,41.108,3.264410667,29.69764826,33.06483312,2,2,4,5
77,59,Female,Infected,6,2,28/11/2017,49.619,47.808,15.63440437,27.03409693,30.3006028,0,0,4,5
77,59,Female,Infected,7,2,28/11/2017,64.469,52.698,6.739004081,31.05959343,33.06483312,1,1,2,4
77,59,Female,Infected,8,2,28/11/2017,65.193,59.398,6.739004081,30.15786147,36.59021155,1,1,3,5
77,59,Female,Infected,9,2,28/11/2017,63.926,76.783,6.01987749,32.14454956,32.31471606,1,2,3,5
77,59,Female,Infected,10,2,28/11/2017,58.131,78.413,6.01987749,30.09197617,31.76665184,2,2,2,5
77,59,Female,Infected,11,2,28/11/2017,55.958,84.208,6.189018824,32.97291777,35.49620308,1,2,3,5
77,59,Female,Infected,12,2,28/11/2017,37.305,87.649,18.96773286,36.16594792,40.17080349,0,0,1,4
78,59,Female,Control,1,2,28/11/2017,47.008,40.24,24.29546363,35.83970094,36.1794508,0,0,0,5
78,59,Female,Control,2,2,28/11/2017,70.786,62.555,9.328529413,35.16161625,40.3332226,1,1,2,5
78,59,Female,Control,3,2,28/11/2017,66.396,70.786,7.69241529,30.85432786,34.34682626,2,2,3,4
78,59,Female,Control,4,2,28/11/2017,62.738,77.553,7.69241529,29.58563856,29.54485547,1,2,4,6
78,59,Female,Control,5,2,28/11/2017,55.421,84.687,10.21921939,29.21833521,26.94269194,0,2,4,6
78,59,Female,Control,6,2,28/11/2017,45.361,78.834,10.14531759,24.19565738,26.58436762,0,3,4,5
78,59,Female,Control,7,2,28/11/2017,36.948,84.504,5.856672263,27.46628719,29.202714,1,2,3,5
78,59,Female,Control,8,2,28/11/2017,33.289,79.931,5.856672263,26.18139518,27.76955023,1,2,3,5
78,59,Female,Control,9,2,28/11/2017,23.412,63.835,5.514396613,27.53209099,26.58436762,1,3,4,6
78,59,Female,Control,10,2,28/11/2017,23.961,58.348,4.573,27.700069,29.30979142,3,3,3,4
78,59,Female,Control,11,2,28/11/2017,23.961,53.775,3.026953749,29.22151949,32.95320138,2,3,3,5
78,59,Female,Control,12,2,28/11/2017,25.241,51.032,3.026953749,30.11123249,34.31858977,2,3,3,5
79,59,Female,Control,1,2,28/11/2017,19.348,51.962,21.51494034,38.88181493,38.69855703,0,0,0,5
79,59,Female,Control,2,2,28/11/2017,17.874,74.258,20.34872817,36.41863513,38.96615934,0,0,0,4
79,59,Female,Control,3,2,28/11/2017,34.457,86.051,2.954797117,29.85993345,30.91764249,1,1,2,5
79,59,Female,Control,4,2,28/11/2017,34.642,89,2.954797117,31.45897967,32.50461134,1,1,2,5
79,59,Female,Control,5,2,28/11/2017,54.358,86.788,5.998407539,29.65103825,29.10703009,1,1,4,5
79,59,Female,Control,6,2,28/11/2017,58.78,82.735,5.998407539,29.16005179,24.90964529,1,2,2,6
79,59,Female,Control,7,2,28/11/2017,51.041,71.679,13.4954532,24.31921656,22.89878079,0,1,3,7
79,59,Female,Control,8,2,28/11/2017,67.441,62.097,3.038728846,31.37618035,32.69439886,1,1,2,5
79,59,Female,Control,9,2,28/11/2017,66.704,59.149,3.038728846,31.62767799,32.7175329,1,1,2,5
79,59,Female,Control,10,2,28/11/2017,52.884,47.54,17.38987044,32.10506658,34.75586269,0,0,2,4
79,59,Female,Control,11,2,28/11/2017,37.221,39.985,17.38987044,37.83991819,38.40122562,0,0,1,5
80,59,Male,Infected,1,2,28/11/2017,40.43,73.693,10.73427524,25.44735605,27.90048548,0,2,3,5
80,59,Male,Infected,2,2,28/11/2017,47.046,82.146,5.366743892,24.16236269,28.50760728,1,4,5,5
80,59,Male,Infected,3,2,28/11/2017,50.354,77.92,5.366743892,20.23417634,23.15354575,2,5,5,5
80,59,Male,Infected,4,2,28/11/2017,57.705,75.898,5.016397313,17.65726093,17.41515576,3,4,6,6
80,59,Male,Infected,5,2,28/11/2017,60.094,80.309,3.721271288,19.95185325,20.74715286,2,4,4,4
80,59,Male,Infected,6,2,28/11/2017,63.218,78.287,3.721271288,19.49834062,22.44891055,2,3,5,5
80,59,Male,Infected,7,2,28/11/2017,72.59,57.888,7.240230452,20.82499428,22.44891055,2,4,5,5
80,59,Male,Infected,8,2,28/11/2017,65.974,60.829,6.747029717,17.10353369,17.18869169,3,4,7,5
80,59,Male,Infected,9,2,28/11/2017,62.667,54.948,4.593600004,17.97473761,21.52960622,3,5,5,5
80,59,Male,Infected,10,2,28/11/2017,57.521,51.64,6.117530548,20.51238946,24.25869782,2,3,5,5
80,59,Male,Infected,11,2,28/11/2017,65.423,51.273,4.593600004,20.25752785,25.80616494,5,5,5,5
80,59,Male,Infected,12,2,28/11/2017,71.12,45.024,8.456110808,26.92252102,33.6625326,1,3,5,5
